game_date,game_pk,game_type,status,venue,game_datetime_utc,away_team,home_team,away_team_id,home_team_id,away_probable_pitcher,home_probable_pitcher
2021-04-17,634500,R,Final,Yankee Stadium,2021-04-17 17:05:00+00:00,Tampa Bay Rays,New York Yankees,139,147,,
2021-04-17,634507,R,Final,Nationals Park,2021-04-17 17:05:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,
2021-04-17,634477,R,Final,Kauffman Stadium,2021-04-17 18:10:00+00:00,Toronto Blue Jays,Kansas City Royals,141,118,,
2021-04-17,634462,R,Final,Wrigley Field,2021-04-17 18:20:00+00:00,Atlanta Braves,Chicago Cubs,144,112,,
2021-04-17,634470,R,Final,Citizens Bank Park,2021-04-17 20:05:00+00:00,St. Louis Cardinals,Philadelphia Phillies,138,143,,
2021-04-17,634471,R,Final,Fenway Park,2021-04-17 20:05:00+00:00,Chicago White Sox,Boston Red Sox,145,111,,
2021-04-17,634479,R,Final,Oakland Coliseum,2021-04-17 20:07:00+00:00,Detroit Tigers,Oakland Athletics,116,133,,
2021-04-17,634460,R,Final,Great American Ball Park,2021-04-17 20:10:00+00:00,Cleveland Indians,Cincinnati Reds,114,113,,
2021-04-17,634485,R,Final,Coors Field,2021-04-17 21:10:00+00:00,New York Mets,Colorado Rockies,121,115,,
2021-04-17,634561,R,Final,Coors Field,2021-04-17 21:15:00+00:00,New York Mets,Colorado Rockies,121,115,,
2021-04-17,634450,R,Final,loanDepot park,2021-04-17 22:10:00+00:00,San Francisco Giants,Miami Marlins,137,146,,
2021-04-17,634520,R,Final,Kauffman Stadium,2021-04-17 22:10:00+00:00,Toronto Blue Jays,Kansas City Royals,141,118,,
2021-04-17,634543,R,Final,Globe Life Field,2021-04-17 23:05:00+00:00,Baltimore Orioles,Texas Rangers,110,140,,
2021-04-17,634473,R,Final,American Family Field,2021-04-17 23:10:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,134,158,,
2021-04-17,634449,R,Final,Petco Park,2021-04-18 00:40:00+00:00,Los Angeles Dodgers,San Diego Padres,119,135,,
2021-04-17,634465,R,Postponed,Angel Stadium,2021-04-18 01:07:00+00:00,Minnesota Twins,Los Angeles Angels,142,108,,
2021-04-17,634447,R,Final,T-Mobile Park,2021-04-18 01:10:00+00:00,Houston Astros,Seattle Mariners,117,136,,
2021-04-18,634458,R,Final,Yankee Stadium,2021-04-18 17:05:00+00:00,Tampa Bay Rays,New York Yankees,139,147,,
2021-04-18,634493,R,Final,Nationals Park,2021-04-18 17:05:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,
2021-04-18,634498,R,Final,Citizens Bank Park,2021-04-18 17:05:00+00:00,St. Louis Cardinals,Philadelphia Phillies,138,143,,
2021-04-18,634425,R,Final,loanDepot park,2021-04-18 17:10:00+00:00,San Francisco Giants,Miami Marlins,137,146,,
2021-04-18,634487,R,Final,Great American Ball Park,2021-04-18 17:10:00+00:00,Cleveland Indians,Cincinnati Reds,114,113,,
2021-04-18,634532,R,Final,Fenway Park,2021-04-18 17:10:00+00:00,Chicago White Sox,Boston Red Sox,145,111,,
2021-04-18,634442,R,Final,Kauffman Stadium,2021-04-18 18:10:00+00:00,Toronto Blue Jays,Kansas City Royals,141,118,,
2021-04-18,634455,R,Final,American Family Field,2021-04-18 18:10:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,134,158,,
2021-04-18,634511,R,Final,Globe Life Field,2021-04-18 18:35:00+00:00,Baltimore Orioles,Texas Rangers,110,140,,
2021-04-18,634468,R,Final,Coors Field,2021-04-18 19:10:00+00:00,New York Mets,Colorado Rockies,121,115,,
2021-04-18,634441,R,Postponed,Angel Stadium,2021-04-18 20:07:00+00:00,Minnesota Twins,Los Angeles Angels,142,108,,
2021-04-18,634480,R,Final,Oakland Coliseum,2021-04-18 20:07:00+00:00,Detroit Tigers,Oakland Athletics,116,133,,
2021-04-18,634488,R,Final,Petco Park,2021-04-18 20:10:00+00:00,Los Angeles Dodgers,San Diego Padres,119,135,,
2021-04-18,634538,R,Final,T-Mobile Park,2021-04-18 20:10:00+00:00,Houston Astros,Seattle Mariners,117,136,,
2021-04-18,634518,R,Final,Fenway Park,2021-04-18 21:10:00+00:00,Chicago White Sox,Boston Red Sox,145,111,,
2021-04-18,634506,R,Final,Wrigley Field,2021-04-18 23:08:00+00:00,Atlanta Braves,Chicago Cubs,144,112,,
2021-04-19,634445,R,Final,Fenway Park,2021-04-19 15:10:00+00:00,Chicago White Sox,Boston Red Sox,145,111,,
2021-04-19,634431,R,Final,Nationals Park,2021-04-19 23:05:00+00:00,St. Louis Cardinals,Washington Nationals,138,120,,
2021-04-19,634457,R,Final,Citizens Bank Park,2021-04-19 23:05:00+00:00,San Francisco Giants,Philadelphia Phillies,137,143,,
2021-04-19,634396,R,Final,Kauffman Stadium,2021-04-20 00:10:00+00:00,Tampa Bay Rays,Kansas City Royals,139,118,,
2021-04-19,634536,R,Final,Angel Stadium,2021-04-20 01:38:00+00:00,Texas Rangers,Los Angeles Angels,140,108,,
2021-04-19,634466,R,Postponed,Oakland Coliseum,2021-04-20 01:40:00+00:00,Minnesota Twins,Oakland Athletics,142,133,,
2021-04-19,634399,R,Final,Petco Park,2021-04-20 02:10:00+00:00,Milwaukee Brewers,San Diego Padres,158,135,,
2021-04-19,634421,R,Final,T-Mobile Park,2021-04-20 02:10:00+00:00,Los Angeles Dodgers,Seattle Mariners,119,136,,
2021-04-20,634417,R,Final,T-Mobile Park,2021-04-20 20:10:00+00:00,Los Angeles Dodgers,Seattle Mariners,119,136,,
2021-04-20,634397,R,Final,Progressive Field,2021-04-20 22:10:00+00:00,Chicago White Sox,Cleveland Indians,145,114,,
2021-04-20,634490,R,Final,Oakland Coliseum,2021-04-20 22:30:00+00:00,Minnesota Twins,Oakland Athletics,142,133,,
2021-04-20,634422,R,Final,Yankee Stadium,2021-04-20 22:35:00+00:00,Atlanta Braves,New York Yankees,144,147,,
2021-04-20,634466,R,Final,Oakland Coliseum,2021-04-20 22:35:00+00:00,Minnesota Twins,Oakland Athletics,142,133,,
2021-04-20,634390,R,Postponed,Comerica Park,2021-04-20 22:40:00+00:00,Pittsburgh Pirates,Detroit Tigers,134,116,,
2021-04-20,634408,R,Final,Great American Ball Park,2021-04-20 22:40:00+00:00,Arizona Diamondbacks,Cincinnati Reds,109,113,,
2021-04-20,634427,R,Final,loanDepot park,2021-04-20 22:40:00+00:00,Baltimore Orioles,Miami Marlins,110,146,,
2021-04-20,634439,R,Final,Citizens Bank Park,2021-04-20 23:05:00+00:00,San Francisco Giants,Philadelphia Phillies,137,143,,
2021-04-20,634509,R,Final,Nationals Park,2021-04-20 23:05:00+00:00,St. Louis Cardinals,Washington Nationals,138,120,,
2021-04-20,634409,R,Final,Fenway Park,2021-04-20 23:10:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,
2021-04-20,634411,R,Final,Wrigley Field,2021-04-20 23:40:00+00:00,New York Mets,Chicago Cubs,121,112,,
2021-04-20,634407,R,Final,Kauffman Stadium,2021-04-21 00:10:00+00:00,Tampa Bay Rays,Kansas City Royals,139,118,,
2021-04-20,634406,R,Final,Coors Field,2021-04-21 00:40:00+00:00,Houston Astros,Colorado Rockies,117,115,,
2021-04-20,634398,R,Final,Angel Stadium,2021-04-21 01:38:00+00:00,Texas Rangers,Los Angeles Angels,140,108,,
2021-04-20,634392,R,Final,Petco Park,2021-04-21 02:10:00+00:00,Milwaukee Brewers,San Diego Padres,158,135,,
2021-04-21,634428,R,Final,Citizens Bank Park,2021-04-21 17:05:00+00:00,San Francisco Giants,Philadelphia Phillies,137,143,,
2021-04-21,634497,R,Final,loanDepot park,2021-04-21 17:10:00+00:00,Baltimore Orioles,Miami Marlins,110,146,,
2021-04-21,634390,R,Final,Comerica Park,2021-04-21 18:10:00+00:00,Pittsburgh Pirates,Detroit Tigers,134,116,,
2021-04-21,634424,R,Final,Coors Field,2021-04-21 19:10:00+00:00,Houston Astros,Colorado Rockies,117,115,,
2021-04-21,634440,R,Final,Oakland Coliseum,2021-04-21 19:37:00+00:00,Minnesota Twins,Oakland Athletics,142,133,,
2021-04-21,634405,R,Final,Nationals Park,2021-04-21 20:05:00+00:00,St. Louis Cardinals,Washington Nationals,138,120,,
2021-04-21,634430,R,Final,Angel Stadium,2021-04-21 20:07:00+00:00,Texas Rangers,Los Angeles Angels,140,108,,
2021-04-21,634476,R,Final,Petco Park,2021-04-21 20:10:00+00:00,Milwaukee Brewers,San Diego Padres,158,135,,
2021-04-21,634408,R,Final,Great American Ball Park,2021-04-21 21:10:00+00:00,Arizona Diamondbacks,Cincinnati Reds,109,113,,
2021-04-21,634452,R,Postponed,Progressive Field,2021-04-21 22:10:00+00:00,Chicago White Sox,Cleveland Indians,145,114,,
2021-04-21,634504,R,Final,Yankee Stadium,2021-04-21 22:35:00+00:00,Atlanta Braves,New York Yankees,144,147,,
2021-04-21,634423,R,Final,Comerica Park,2021-04-21 22:40:00+00:00,Pittsburgh Pirates,Detroit Tigers,134,116,,
2021-04-21,634444,R,Final,Great American Ball Park,2021-04-21 22:50:00+00:00,Arizona Diamondbacks,Cincinnati Reds,109,113,,
2021-04-21,634459,R,Final,Fenway Park,2021-04-21 23:10:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,
2021-04-21,634453,R,Final,Wrigley Field,2021-04-21 23:40:00+00:00,New York Mets,Chicago Cubs,121,112,,
2021-04-21,634446,R,Final,Kauffman Stadium,2021-04-22 00:10:00+00:00,Tampa Bay Rays,Kansas City Royals,139,118,,
2021-04-22,634514,R,Final,Great American Ball Park,2021-04-22 16:35:00+00:00,Arizona Diamondbacks,Cincinnati Reds,109,113,,
2021-04-22,634492,R,Final,Comerica Park,2021-04-22 17:10:00+00:00,Pittsburgh Pirates,Detroit Tigers,134,116,,
2021-04-22,634436,R,Final,Progressive Field,2021-04-22 22:10:00+00:00,New York Yankees,Cleveland Indians,147,114,,
2021-04-22,634508,R,Final,Fenway Park,2021-04-22 23:10:00+00:00,Seattle Mariners,Boston Red Sox,136,111,,
2021-04-22,634419,R,Final,Wrigley Field,2021-04-22 23:40:00+00:00,New York Mets,Chicago Cubs,121,112,,
2021-04-22,634438,R,Final,Minute Maid Park,2021-04-23 00:10:00+00:00,Los Angeles Angels,Houston Astros,108,117,,
2021-04-22,634432,R,Final,Oracle Park,2021-04-23 01:45:00+00:00,Miami Marlins,San Francisco Giants,146,137,,
2021-04-22,634420,R,Final,Dodger Stadium,2021-04-23 02:10:00+00:00,San Diego Padres,Los Angeles Dodgers,135,119,,
2021-04-23,634426,R,Final,Wrigley Field,2021-04-23 18:20:00+00:00,Milwaukee Brewers,Chicago Cubs,158,112,,
2021-04-23,634389,R,Final,Oriole Park at Camden Yards,2021-04-23 23:05:00+00:00,Oakland Athletics,Baltimore Orioles,133,110,,
2021-04-23,634386,R,Final,Fenway Park,2021-04-23 23:10:00+00:00,Seattle Mariners,Boston Red Sox,136,111,,
2021-04-23,634412,R,Final,Comerica Park,2021-04-23 23:10:00+00:00,Kansas City Royals,Detroit Tigers,118,116,,
2021-04-23,634413,R,Final,Tropicana Field,2021-04-23 23:10:00+00:00,Toronto Blue Jays,Tampa Bay Rays,141,139,,
2021-04-23,634429,R,Final,Citi Field,2021-04-23 23:10:00+00:00,Washington Nationals,New York Mets,120,121,,
2021-04-23,634437,R,Final,Progressive Field,2021-04-23 23:10:00+00:00,New York Yankees,Cleveland Indians,147,114,,
2021-04-23,634415,R,Final,Truist Park,2021-04-23 23:20:00+00:00,Arizona Diamondbacks,Atlanta Braves,109,144,,
2021-04-23,634383,R,Final,Minute Maid Park,2021-04-24 00:10:00+00:00,Los Angeles Angels,Houston Astros,108,117,,
2021-04-23,634434,R,Final,Target Field,2021-04-24 00:10:00+00:00,Pittsburgh Pirates,Minnesota Twins,134,142,,
2021-04-23,634435,R,Final,Guaranteed Rate Field,2021-04-24 00:10:00+00:00,Texas Rangers,Chicago White Sox,140,145,,
2021-04-23,634378,R,Final,Busch Stadium,2021-04-24 00:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,113,138,,
2021-04-23,634401,R,Final,Coors Field,2021-04-24 00:40:00+00:00,Philadelphia Phillies,Colorado Rockies,143,115,,
2021-04-23,634369,R,Final,Oracle Park,2021-04-24 01:45:00+00:00,Miami Marlins,San Francisco Giants,146,137,,
2021-04-23,634370,R,Final,Dodger Stadium,2021-04-24 02:10:00+00:00,San Diego Padres,Los Angeles Dodgers,135,119,,
2021-04-24,634373,R,Final,Fenway Park,2021-04-24 17:10:00+00:00,Seattle Mariners,Boston Red Sox,136,111,,
2021-04-24,634375,R,Final,Comerica Park,2021-04-24 17:10:00+00:00,Kansas City Royals,Detroit Tigers,118,116,,
2021-04-24,634467,R,Final,Target Field,2021-04-24 18:10:00+00:00,Pittsburgh Pirates,Minnesota Twins,134,142,,
2021-04-24,634395,R,Final,Busch Stadium,2021-04-24 18:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,113,138,,
2021-04-24,634416,R,Final,Wrigley Field,2021-04-24 18:20:00+00:00,Milwaukee Brewers,Chicago Cubs,158,112,,
2021-04-24,634443,R,Final,Citi Field,2021-04-24 20:05:00+00:00,Washington Nationals,New York Mets,120,121,,
2021-04-24,634366,R,Final,Minute Maid Park,2021-04-24 20:10:00+00:00,Los Angeles Angels,Houston Astros,108,117,,
2021-04-24,634358,R,Final,Tropicana Field,2021-04-24 22:10:00+00:00,Toronto Blue Jays,Tampa Bay Rays,141,139,,
2021-04-24,634486,R,Final,Progressive Field,2021-04-24 22:10:00+00:00,New York Yankees,Cleveland Indians,147,114,,
2021-04-24,634367,R,Final,Oriole Park at Camden Yards,2021-04-24 23:05:00+00:00,Oakland Athletics,Baltimore Orioles,133,110,,
2021-04-24,634384,R,Final,Guaranteed Rate Field,2021-04-24 23:10:00+00:00,Texas Rangers,Chicago White Sox,140,145,,
2021-04-24,634380,R,Postponed,Truist Park,2021-04-24 23:20:00+00:00,Arizona Diamondbacks,Atlanta Braves,109,144,,
2021-04-24,634418,R,Final,Coors Field,2021-04-25 00:10:00+00:00,Philadelphia Phillies,Colorado Rockies,143,115,,
2021-04-24,634503,R,Final,Oracle Park,2021-04-25 01:05:00+00:00,Miami Marlins,San Francisco Giants,146,137,,
2021-04-24,634361,R,Final,Dodger Stadium,2021-04-25 01:10:00+00:00,San Diego Padres,Los Angeles Dodgers,135,119,,
2021-04-25,634454,R,Final,Oriole Park at Camden Yards,2021-04-25 17:05:00+00:00,Oakland Athletics,Baltimore Orioles,133,110,,
2021-04-25,634344,R,Final,Citi Field,2021-04-25 17:10:00+00:00,Washington Nationals,New York Mets,120,121,,
2021-04-25,634355,R,Final,Fenway Park,2021-04-25 17:10:00+00:00,Seattle Mariners,Boston Red Sox,136,111,,
2021-04-25,634372,R,Final,Progressive Field,2021-04-25 17:10:00+00:00,New York Yankees,Cleveland Indians,147,114,,
2021-04-25,634376,R,Final,Tropicana Field,2021-04-25 17:10:00+00:00,Toronto Blue Jays,Tampa Bay Rays,141,139,,
2021-04-25,634448,R,Final,Comerica Park,2021-04-25 17:10:00+00:00,Kansas City Royals,Detroit Tigers,118,116,,
2021-04-25,634404,R,Final,Truist Park,2021-04-25 17:20:00+00:00,Arizona Diamondbacks,Atlanta Braves,109,144,,
2021-04-25,634380,R,Final,Truist Park,2021-04-25 17:25:00+00:00,Arizona Diamondbacks,Atlanta Braves,109,144,,
2021-04-25,634349,R,Final,Target Field,2021-04-25 18:10:00+00:00,Pittsburgh Pirates,Minnesota Twins,134,142,,
2021-04-25,634393,R,Final,Guaranteed Rate Field,2021-04-25 18:10:00+00:00,Texas Rangers,Chicago White Sox,140,145,,
2021-04-25,634403,R,Final,Minute Maid Park,2021-04-25 18:10:00+00:00,Los Angeles Angels,Houston Astros,108,117,,
2021-04-25,634456,R,Final,Busch Stadium,2021-04-25 18:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,113,138,,
2021-04-25,634400,R,Final,Wrigley Field,2021-04-25 18:20:00+00:00,Milwaukee Brewers,Chicago Cubs,158,112,,
2021-04-25,634388,R,Final,Coors Field,2021-04-25 19:10:00+00:00,Philadelphia Phillies,Colorado Rockies,143,115,,
2021-04-25,634342,R,Final,Oracle Park,2021-04-25 20:05:00+00:00,Miami Marlins,San Francisco Giants,146,137,,
2021-04-25,634356,R,Final,Dodger Stadium,2021-04-25 23:08:00+00:00,San Diego Padres,Los Angeles Dodgers,135,119,,
2021-04-26,634451,R,Final,Comerica Park,2021-04-26 17:10:00+00:00,Kansas City Royals,Detroit Tigers,118,116,,
2021-04-26,634394,R,Final,Progressive Field,2021-04-26 22:10:00+00:00,Minnesota Twins,Cleveland Indians,142,114,,
2021-04-26,634433,R,Final,Oriole Park at Camden Yards,2021-04-26 23:05:00+00:00,New York Yankees,Baltimore Orioles,147,110,,
2021-04-26,634343,R,Final,Tropicana Field,2021-04-26 23:10:00+00:00,Oakland Athletics,Tampa Bay Rays,133,139,,
2021-04-26,634402,R,Final,Truist Park,2021-04-26 23:10:00+00:00,Chicago Cubs,Atlanta Braves,112,144,,
2021-04-26,634461,R,Final,American Family Field,2021-04-26 23:40:00+00:00,Miami Marlins,Milwaukee Brewers,146,158,,
2021-04-26,634345,R,Final,Busch Stadium,2021-04-26 23:45:00+00:00,Philadelphia Phillies,St. Louis Cardinals,143,138,,
2021-04-26,634377,R,Final,Globe Life Field,2021-04-27 00:05:00+00:00,Los Angeles Angels,Texas Rangers,108,140,,
2021-04-26,634382,R,Final,Minute Maid Park,2021-04-27 00:10:00+00:00,Seattle Mariners,Houston Astros,136,117,,
2021-04-26,634374,R,Final,Oracle Park,2021-04-27 01:45:00+00:00,Colorado Rockies,San Francisco Giants,115,137,,
2021-04-26,634363,R,Final,Dodger Stadium,2021-04-27 02:10:00+00:00,Cincinnati Reds,Los Angeles Dodgers,113,119,,
2021-04-27,634339,R,Final,Progressive Field,2021-04-27 22:10:00+00:00,Minnesota Twins,Cleveland Indians,142,114,,
2021-04-27,634331,R,Final,PNC Park,2021-04-27 22:35:00+00:00,Kansas City Royals,Pittsburgh Pirates,118,134,,
2021-04-27,634387,R,Final,Oriole Park at Camden Yards,2021-04-27 23:05:00+00:00,New York Yankees,Baltimore Orioles,147,110,,
2021-04-27,634335,R,Final,TD Ballpark,2021-04-27 23:07:00+00:00,Washington Nationals,Toronto Blue Jays,120,141,,
2021-04-27,634368,R,Final,Tropicana Field,2021-04-27 23:10:00+00:00,Oakland Athletics,Tampa Bay Rays,133,139,,
2021-04-27,634410,R,Final,Citi Field,2021-04-27 23:10:00+00:00,Boston Red Sox,New York Mets,111,121,,
2021-04-27,634351,R,Final,Truist Park,2021-04-27 23:20:00+00:00,Chicago Cubs,Atlanta Braves,112,144,,
2021-04-27,634320,R,Final,American Family Field,2021-04-27 23:40:00+00:00,Miami Marlins,Milwaukee Brewers,146,158,,
2021-04-27,634318,R,Final,Busch Stadium,2021-04-27 23:45:00+00:00,Philadelphia Phillies,St. Louis Cardinals,143,138,,
2021-04-27,634359,R,Final,Globe Life Field,2021-04-28 00:05:00+00:00,Los Angeles Angels,Texas Rangers,108,140,,
2021-04-27,634332,R,Final,Guaranteed Rate Field,2021-04-28 00:10:00+00:00,Detroit Tigers,Chicago White Sox,116,145,,
2021-04-27,634333,R,Final,Minute Maid Park,2021-04-28 00:10:00+00:00,Seattle Mariners,Houston Astros,136,117,,
2021-04-27,634364,R,Final,Chase Field,2021-04-28 01:40:00+00:00,San Diego Padres,Arizona Diamondbacks,135,109,,
2021-04-27,634354,R,Final,Oracle Park,2021-04-28 01:45:00+00:00,Colorado Rockies,San Francisco Giants,115,137,,
2021-04-27,634379,R,Final,Dodger Stadium,2021-04-28 02:10:00+00:00,Cincinnati Reds,Los Angeles Dodgers,113,119,,
2021-04-28,634371,R,Final,Progressive Field,2021-04-28 17:10:00+00:00,Minnesota Twins,Cleveland Indians,142,114,,
2021-04-28,634317,R,Final,American Family Field,2021-04-28 17:40:00+00:00,Miami Marlins,Milwaukee Brewers,146,158,,
2021-04-28,634365,R,Final,Dodger Stadium,2021-04-28 20:10:00+00:00,Cincinnati Reds,Los Angeles Dodgers,113,119,,
2021-04-28,634315,R,Final,PNC Park,2021-04-28 22:35:00+00:00,Kansas City Royals,Pittsburgh Pirates,118,134,,
2021-04-28,634310,R,Final,Citi Field,2021-04-28 22:40:00+00:00,Boston Red Sox,New York Mets,111,121,,
2021-04-28,634362,R,Final,Oriole Park at Camden Yards,2021-04-28 23:05:00+00:00,New York Yankees,Baltimore Orioles,147,110,,
2021-04-28,634348,R,Final,TD Ballpark,2021-04-28 23:07:00+00:00,Washington Nationals,Toronto Blue Jays,120,141,,
2021-04-28,634308,R,Final,Tropicana Field,2021-04-28 23:10:00+00:00,Oakland Athletics,Tampa Bay Rays,133,139,,
2021-04-28,634414,R,Final,Truist Park,2021-04-28 23:20:00+00:00,Chicago Cubs,Atlanta Braves,112,144,,
2021-04-28,634314,R,Final,Busch Stadium,2021-04-28 23:45:00+00:00,Philadelphia Phillies,St. Louis Cardinals,143,138,,
2021-04-28,634350,R,Final,Globe Life Field,2021-04-29 00:05:00+00:00,Los Angeles Angels,Texas Rangers,108,140,,
2021-04-28,634357,R,Postponed,Guaranteed Rate Field,2021-04-29 00:10:00+00:00,Detroit Tigers,Chicago White Sox,116,145,,
2021-04-28,634360,R,Final,Minute Maid Park,2021-04-29 00:10:00+00:00,Seattle Mariners,Houston Astros,136,117,,
2021-04-28,634322,R,Final,Chase Field,2021-04-29 01:40:00+00:00,San Diego Padres,Arizona Diamondbacks,135,109,,
2021-04-28,634309,R,Final,Oracle Park,2021-04-29 01:45:00+00:00,Colorado Rockies,San Francisco Giants,115,137,,
2021-04-29,634300,R,Final,Oriole Park at Camden Yards,2021-04-29 17:05:00+00:00,New York Yankees,Baltimore Orioles,147,110,,
2021-04-29,634296,R,Final,Tropicana Field,2021-04-29 17:10:00+00:00,Oakland Athletics,Tampa Bay Rays,133,139,,
2021-04-29,634352,R,Final,Busch Stadium,2021-04-29 17:15:00+00:00,Philadelphia Phillies,St. Louis Cardinals,143,138,,
2021-04-29,634353,R,Final,Minute Maid Park,2021-04-29 18:10:00+00:00,Seattle Mariners,Houston Astros,136,117,,
2021-04-29,634330,R,Final,Guaranteed Rate Field,2021-04-29 21:10:00+00:00,Detroit Tigers,Chicago White Sox,116,145,,
2021-04-29,634357,R,Final,Guaranteed Rate Field,2021-04-29 21:15:00+00:00,Detroit Tigers,Chicago White Sox,116,145,,
2021-04-29,634347,R,Final,Truist Park,2021-04-29 23:20:00+00:00,Chicago Cubs,Atlanta Braves,112,144,,
2021-04-29,634346,R,Final,American Family Field,2021-04-29 23:40:00+00:00,Los Angeles Dodgers,Milwaukee Brewers,119,158,,
2021-04-29,634289,R,Final,Globe Life Field,2021-04-30 00:05:00+00:00,Boston Red Sox,Texas Rangers,111,140,,
2021-04-29,634385,R,Final,Chase Field,2021-04-30 01:40:00+00:00,Colorado Rockies,Arizona Diamondbacks,115,109,,
2021-04-30,634325,R,Final,PNC Park,2021-04-30 22:35:00+00:00,St. Louis Cardinals,Pittsburgh Pirates,138,134,,
2021-04-30,634274,R,Final,Nationals Park,2021-04-30 23:05:00+00:00,Miami Marlins,Washington Nationals,146,120,,
2021-04-30,634327,R,Final,Yankee Stadium,2021-04-30 23:05:00+00:00,Detroit Tigers,New York Yankees,116,147,,
2021-04-30,634336,R,Final,Citizens Bank Park,2021-04-30 23:05:00+00:00,New York Mets,Philadelphia Phillies,121,143,,
2021-04-30,634275,R,Final,Tropicana Field,2021-04-30 23:10:00+00:00,Houston Astros,Tampa Bay Rays,117,139,,
2021-04-30,634305,R,Final,Great American Ball Park,2021-04-30 23:10:00+00:00,Chicago Cubs,Cincinnati Reds,112,113,,
2021-04-30,634280,R,Final,TD Ballpark,2021-04-30 23:37:00+00:00,Atlanta Braves,Toronto Blue Jays,144,141,,
2021-04-30,634337,R,Final,Globe Life Field,2021-05-01 00:05:00+00:00,Boston Red Sox,Texas Rangers,111,140,,
